,Name,Date,Rate,Genre,Certificate
2281,Blue Valentine,2010,7.3,"Drama, Romance",R
2276,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,"Adventure, Family, Fantasy",PG
2422,The Twilight Saga: Eclipse,2010,5.0,"Action, Adventure, Drama",PG-13
5363,Madeo,2009,7.8,"Crime, Drama, Mystery",R
4739,Invictus,2009,7.3,"Biography, Drama, History",PG-13
5626,Sin nombre,2009,7.6,"Adventure, Crime, Drama",R
3375,My Little Pony: Friendship Is Magic,2009,7.6,"Animation, Adventure, Comedy",TV-Y
1334,The Human Centipede (First Sequence),2009,4.4,Horror,R
3374,Steins;Gate,2009,8.8,"Animation, Comedy, Drama",TV-14
5627,Seulgirowun Gamppangsaenghwal,2009,8.4,"Comedy, Drama",None
6128,Pan Am,2009,7.0,"Drama, History, Romance",TV-PG
6127,Friday Night Dinner,2009,8.1,Comedy,TV-14
5725,Night at the Museum: Battle of the Smithsonian,2009,6.0,"Adventure, Comedy, Family",PG
5317,Observe and Report,2009,5.8,"Comedy, Crime, Drama",R
1291,The Fresh Prince of Bel-Air,2009,7.9,Comedy,TV-PG
1360,The Blind Side,2009,7.6,"Biography, Drama, Sport",PG-13
5316,Little Shop of Horrors,2009,,"Comedy, Horror, Musical",None
1289,X-Men Origins: Wolverine,2009,6.6,"Action, Sci-Fi",PG-13
798,Coraline,2009,7.7,"Animation, Drama, Family",PG
1011,The Lovely Bones,2009,6.7,"Drama, Fantasy, Thriller",PG-13
6126,Monsters vs. Aliens,2009,6.4,"Animation, Action, Adventure",PG
632,The Hangover,2009,7.7,Comedy,R
3409,The Unborn,2009,4.8,"Horror, Mystery, Thriller",PG-13
4575,Night at the Museum: Battle of the Smithsonian,2009,6.0,"Adventure, Comedy, Family",PG
3474,Triangle,2009,6.9,"Fantasy, Mystery, Sci-Fi",R
4476,Sin nombre,2009,7.6,"Adventure, Crime, Drama",R
5301,Bride Wars,2009,5.5,"Comedy, Romance",PG
780,Halloween II,2009,4.8,Horror,R
4477,Seulgirowun Gamppangsaenghwal,2009,8.4,"Comedy, Drama",None
3388,El secreto de sus ojos,2009,8.2,"Drama, Mystery, Romance",R
5302,I Dream of Jeannie,2009,7.4,"Comedy, Family, Fantasy",TV-G
832,The Last House on the Left,2009,6.5,"Horror, Thriller",R
3494,The Road,2009,7.2,Drama,R
1290,Gangs of London,2009,8.1,"Action, Crime, Drama",TV-MA
4316,Polytechnique,2009,7.2,"Crime, Drama, History",Not Rated
5315,Year One,2009,4.9,Comedy,PG-13
3451,Transformers: Revenge of the Fallen,2009,6.0,"Action, Adventure, Sci-Fi",PG-13
4167,Observe and Report,2009,5.8,"Comedy, Crime, Drama",R
4752,Exam,2009,6.8,"Mystery, Thriller",Not Rated
4246,Gamer,2009,5.8,"Action, Sci-Fi, Thriller",R
1080,Fantastic Mr. Fox,2009,7.9,"Animation, Adventure, Comedy",PG
706,Friday the 13th,2009,5.5,"Horror, Mystery, Thriller",R
6073,Pandorum,2009,6.7,"Action, Horror, Mystery",R
3724,Splice,2009,5.7,"Drama, Horror, Sci-Fi",R
4954,Dragonball Evolution,2009,2.5,"Action, Adventure, Fantasy",PG
5118,The Collector,2009,6.4,"Horror, Thriller",R
3999,The Imaginarium of Doctor Parnassus,2009,6.8,"Adventure, Comedy, Fantasy",PG-13
4003,Carriers,2009,6.0,"Action, Adventure, Drama",PG-13
951,Watchmen,2009,7.6,"Action, Drama, Mystery",R
5380,Hachi: A Dog's Tale,2009,8.1,"Biography, Drama, Family",G
6074,Mirzapur,2009,8.5,"Action, Crime, Drama",TV-MA
4942,Where the Wild Things Are,2009,6.7,"Adventure, Drama, Family",PG
4924,Mirzapur,2009,8.5,"Action, Crime, Drama",TV-MA
4018,Whip It,2009,6.9,"Drama, Sport",PG-13
5135,Cloudy with a Chance of Meatballs,2009,6.9,"Animation, Adventure, Comedy",PG
3985,Cloudy with a Chance of Meatballs,2009,6.9,"Animation, Adventure, Comedy",PG
5396,Gamer,2009,5.8,"Action, Sci-Fi, Thriller",R
4976,Monsters vs. Aliens,2009,6.4,"Animation, Action, Adventure",PG
676,Orphan,2009,7.0,"Horror, Mystery, Thriller",R
3866,The House of the Devil,2009,6.4,"Horror, Mystery",R
5067,Push,2009,6.1,"Action, Sci-Fi, Thriller",PG-13
3917,Push,2009,6.1,"Action, Sci-Fi, Thriller",PG-13
3841,17 Again,2009,6.4,"Comedy, Drama, Fantasy",PG-13
3814,Still Game,2009,8.8,Comedy,TV-14
3813,Terminator Salvation,2009,6.5,"Action, Sci-Fi",PG-13
1575,Sherlock Holmes,2009,7.6,"Action, Adventure, Mystery",PG-13
4977,Friday Night Dinner,2009,8.1,Comedy,TV-14
6058,Adventureland,2009,6.8,"Comedy, Drama, Romance",R
5089,After.Life,2009,5.9,"Drama, Mystery, Thriller",R
3939,After.Life,2009,5.9,"Drama, Mystery, Thriller",R
5466,Polytechnique,2009,7.2,"Crime, Drama, History",Not Rated
4978,Pan Am,2009,7.0,"Drama, History, Romance",TV-PG
3968,The Collector,2009,6.4,"Horror, Thriller",R
6092,Where the Wild Things Are,2009,6.7,"Adventure, Drama, Family",PG
4923,Pandorum,2009,6.7,"Action, Horror, Mystery",R
3679,Sexy Beasts,2009,4.6,"Reality-TV, Romance",TV-14
1204,Kim's Convenience,2009,8.2,Comedy,TV-14
5168,Whip It,2009,6.9,"Drama, Sport",PG-13
4152,I Dream of Jeannie,2009,7.4,"Comedy, Family, Fantasy",TV-G
4165,Year One,2009,4.9,Comedy,PG-13
4166,Little Shop of Horrors,2009,,"Comedy, Horror, Musical",None
1203,Harry Potter and the Half-Blood Prince,2009,7.6,"Action, Adventure, Family",PG
3584,My Bloody Valentine,2009,5.4,"Horror, Mystery, Thriller",R
1205,Heroes,2009,7.5,"Drama, Fantasy, Sci-Fi",TV-14
5889,Invictus,2009,7.3,"Biography, Drama, History",PG-13
2198,The Following,2009,7.4,"Crime, Drama, Horror",TV-14
4213,Madeo,2009,7.8,"Crime, Drama, Mystery",R
6121,A Perfect Getaway,2009,6.5,"Drama, Mystery, Thriller",R
1221,Zombieland,2009,7.6,"Adventure, Comedy, Fantasy",R
3552,Daybreakers,2009,6.4,"Action, Horror, Sci-Fi",R
4230,Hachi: A Dog's Tale,2009,8.1,"Biography, Drama, Family",G
4151,Bride Wars,2009,5.5,"Comedy, Romance",PG
3373,9,2009,7.1,"Animation, Action, Adventure",PG-13
6104,Dragonball Evolution,2009,2.5,"Action, Adventure, Fantasy",PG
3661,Siren,2009,7.0,"Drama, Fantasy",TV-PG
3678,State of Play,2009,7.1,"Crime, Drama, Mystery",PG-13
4908,Adventureland,2009,6.8,"Comedy, Drama, Romance",R
660,The Flight Attendant,2009,7.1,"Comedy, Drama, Mystery",TV-MA
5149,The Imaginarium of Doctor Parnassus,2009,6.8,"Adventure, Comedy, Fantasy",PG-13
3662,Gyeongiroun Somun,2009,8.1,"Action, Fantasy, Horror",TV-14
5153,Carriers,2009,6.0,"Action, Adventure, Drama",PG-13
3660,Dorian Gray,2009,6.2,"Drama, Fantasy, Mystery",R
5902,Exam,2009,6.8,"Mystery, Thriller",Not Rated
1512,G.I. Joe: The Rise of Cobra,2009,5.8,"Action, Adventure, Sci-Fi",PG-13
659,Avatar,2009,7.8,"Action, Adventure, Fantasy",PG-13
1661,The Proposal,2009,6.7,"Comedy, Drama, Romance",PG-13
1509,"Magnum, P.I.",2009,7.5,"Action, Adventure, Crime",TV-PG
1508,Degrassi: The Next Generation,2009,7.4,"Drama, Romance",TV-PG
1507,District 9,2009,7.9,"Action, Sci-Fi, Thriller",R
4971,A Perfect Getaway,2009,6.5,"Drama, Mystery, Thriller",R
2197,Move to Heaven,2009,8.6,Drama,TV-MA
2856,Fast & Furious,2009,6.6,"Action, Thriller",PG-13
1860,Couples Retreat,2009,5.5,Comedy,PG-13
2326,Mr. Nobody,2009,7.8,"Drama, Fantasy, Romance",R
2077,Harry Brown,2009,7.2,"Action, Crime, Drama",R
2078,I Think You Should Leave with Tim Robinson,2009,7.9,Comedy,TV-MA
2007,2012,2009,5.8,"Action, Adventure, Sci-Fi",PG-13
3248,The Princess and the Frog,2009,7.1,"Animation, Adventure, Comedy",G
2114,Brothers,2009,7.1,"Action, Drama, Thriller",R
2793,The Ugly Truth,2009,6.4,"Comedy, Romance",R
2576,Law Abiding Citizen,2009,7.4,"Action, Crime, Drama",R
2803,The Twilight Saga: New Moon,2009,4.7,"Adventure, Drama, Fantasy",PG-13
2529,The Final Destination,2009,5.2,"Action, Horror, Thriller",R
2926,Moon,2009,7.8,"Drama, Mystery, Sci-Fi",R
2852,Knowing,2009,6.2,"Action, Drama, Sci-Fi",PG-13
3070,Up in the Air,2009,7.4,"Comedy, Drama, Romance",R
2519,Public Enemies,2009,7.0,"Biography, Crime, Drama",R
299,Jennifer's Body,2009,5.3,"Comedy, Horror",R
436,Star Trek,2009,7.9,"Action, Adventure, Sci-Fi",PG-13
2289,Drag Me to Hell,2009,6.5,Horror,PG-13
2099,The Haunting in Connecticut,2009,5.9,"Drama, Horror, Mystery",PG-13
2306,He's Just Not That Into You,2009,6.4,"Comedy, Drama, Romance",PG-13
2158,Regular Show,2009,8.4,"Animation, Action, Adventure",TV-PG
3128,World's Greatest Dad,2009,6.9,"Comedy, Drama",R
2157,3 Idiots,2009,8.4,"Comedy, Drama",PG-13
2681,Kynodontas,2009,7.2,"Drama, Thriller",Not Rated
3122,Case 39,2009,6.2,"Horror, Mystery, Thriller",R
2195,Antichrist,2009,6.6,"Drama, Horror, Thriller",Not Rated
300,Prison Break,2009,8.3,"Action, Crime, Drama",TV-14
405,Inglourious Basterds,2009,8.3,"Adventure, Drama, War",R
1849,Up,2009,8.2,"Animation, Adventure, Comedy",PG
2644,Män som hatar kvinnor,2009,7.8,"Crime, Drama, Mystery",R
2196,Top Boy,2009,8.4,"Crime, Drama, Thriller",Not Rated
2696,Angels & Demons,2009,6.7,"Action, Mystery, Thriller",PG-13
2637,Enter the Void,2009,7.3,"Drama, Fantasy",Not Rated
2214,(500) Days of Summer,2009,7.7,"Comedy, Drama, Romance",PG-13
67,Yellowstone,2008,8.6,"Drama, Western",TV-MA
2958,Seven Pounds,2008,7.6,Drama,PG-13
2959,Formula 1: Drive to Survive,2008,8.6,"Documentary, Sport",TV-MA
2451,Marley & Me,2008,7.1,"Comedy, Drama, Family",PG
5736,Mistresses,2008,7.6,Drama,None
4384,UFO,2008,7.9,"Action, Sci-Fi",TV-PG
66,Doom Patrol,2008,7.9,"Action, Adventure, Comedy",TV-MA
5698,Trying,2008,7.7,Comedy,TV-14
1303,The Reader,2008,7.6,"Drama, Romance",R
4383,Intelligence,2008,6.2,Comedy,TV-MA
3595,Burn After Reading,2008,7.0,"Comedy, Crime, Drama",R
65,Quantum of Solace,2008,6.6,"Action, Adventure, Thriller",PG-13
2452,Sorjonen,2008,7.6,"Crime, Drama, Mystery",TV-MA
2453,Wellington Paranormal,2008,7.7,"Comedy, Crime, Fantasy",TV-14
4382,The House Bunny,2008,5.5,"Comedy, Romance",PG-13
5534,UFO,2008,7.9,"Action, Sci-Fi",TV-PG
5533,Intelligence,2008,6.2,Comedy,TV-MA
5532,The House Bunny,2008,5.5,"Comedy, Romance",PG-13
2885,The Good Witch,2008,7.2,"Family, Fantasy, Romance",TV-PG
912,The Boy in the Striped Pyjamas,2008,7.8,"Drama, History, War",PG-13
4548,Trying,2008,7.7,Comedy,TV-14
5735,Saw V,2008,5.8,"Crime, Horror, Mystery",R
4586,Mistresses,2008,7.6,Drama,None
864,Step Brothers,2008,6.9,Comedy,R
2430,The Happening,2008,5.0,"Drama, Mystery, Sci-Fi",R
4487,Disaster Movie,2008,1.9,"Comedy, Sci-Fi",PG-13
4449,Green Acres,2008,7.2,"Comedy, Family",TV-G
3296,21,2008,6.8,"Crime, Drama, History",PG-13
3529,Journey to the Center of the Earth,2008,5.8,"Action, Adventure, Family",PG
1693,Mamma Mia!,2008,6.4,"Comedy, Musical, Romance",PG-13
4496,Doomsday,2008,5.9,"Action, Sci-Fi, Thriller",R
4499,Get Smart,2008,6.5,"Action, Adventure, Comedy",PG-13
5649,Get Smart,2008,6.5,"Action, Adventure, Comedy",PG-13
5515,The Fugitive,2008,8.1,"Adventure, Crime, Drama",None
4448,Penteuhauseu,2008,8.1,"Crime, Drama, Mystery",None
5637,Disaster Movie,2008,1.9,"Comedy, Sci-Fi",PG-13
5599,Green Acres,2008,7.2,"Comedy, Family",TV-G
4447,The Other Boleyn Girl,2008,6.7,"Biography, Drama, History",PG-13
5598,Penteuhauseu,2008,8.1,"Crime, Drama, Mystery",None
5597,The Other Boleyn Girl,2008,6.7,"Biography, Drama, History",PG-13
4547,Meet the Spartans,2008,2.8,"Comedy, Fantasy",PG-13
899,Iron Man,2008,7.9,"Action, Adventure, Sci-Fi",PG-13
5697,Meet the Spartans,2008,2.8,"Comedy, Fantasy",PG-13
4585,Saw V,2008,5.8,"Crime, Horror, Mystery",R
5646,Doomsday,2008,5.9,"Action, Sci-Fi, Thriller",R
6177,Death Race,2008,6.3,"Action, Sci-Fi, Thriller",R
5514,Mieruko-chan,2008,7.4,"Animation, Comedy, Fantasy",PG-13
5513,You Don't Mess with the Zohan,2008,5.5,Comedy,PG-13
4859,No mires para abajo,2008,6.0,"Drama, Romance",R
1812,Eagle Eye,2008,6.6,"Action, Mystery, Thriller",PG-13
1813,Dark Desire,2008,6.5,"Drama, Mystery, Thriller",TV-MA
5227,Sex Drive,2008,6.5,"Comedy, Romance",R
4897,27 Dresses,2008,6.1,"Comedy, Romance",PG-13
4911,Never Back Down,2008,6.6,"Action, Drama, Sport",PG-13
2069,Wanted,2008,6.7,"Action, Crime, Thriller",R
3702,"Definitely, Maybe",2008,7.1,"Comedy, Drama, Romance",PG-13
4957,Max Payne,2008,5.3,"Action, Crime, Drama",PG-13
4958,The Creed of Violence,2008,,"Action, Crime, Drama",None
5150,The Chronicles of Narnia: Prince Caspian,2008,6.5,"Action, Adventure, Family",PG
2025,WALL·E,2008,8.4,"Animation, Adventure, Family",G
2668,Kung Fu Panda,2008,7.6,"Animation, Action, Adventure",PG
5111,Yes Man,2008,6.8,"Comedy, Romance",PG-13
2669,Halt and Catch Fire,2008,8.4,Drama,TV-14
3730,The Ruins,2008,5.9,"Adventure, Fantasy, Horror",R
5000,Lake Mungo,2008,6.3,"Drama, Horror, Mystery",R
3763,The Facts of Life,2008,6.8,"Comedy, Family",TV-PG
3762,Superhero Movie,2008,4.6,"Action, Comedy, Sci-Fi",PG-13
3216,The Bank Job,2008,7.2,"Crime, Drama, Thriller",R
3744,Rambo,2008,7.0,"Action, Adventure, Thriller",R
5021,Chugyeokja,2008,7.8,"Action, Crime, Thriller",Not Rated
5022,Forever,2008,8.3,"Crime, Drama, Fantasy",TV-PG
2604,Sex and the City,2008,5.6,"Comedy, Drama, Romance",R
3674,Hancock,2008,6.4,"Action, Drama, Fantasy",PG-13
1609,Gran Torino,2008,8.1,Drama,R
1247,The Strangers,2008,6.2,"Horror, Mystery, Thriller",R
2102,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.1,"Action, Adventure",PG-13
1286,Boy Meets World,2008,8.0,"Comedy, Drama, Family",TV-G
5470,The Spirit,2008,4.8,"Action, Crime, Fantasy",PG-13
3854,The Spiderwick Chronicles,2008,6.5,"Action, Adventure, Drama",PG
1285,Body of Lies,2008,7.1,"Action, Drama, Thriller",R
2872,The Hurt Locker,2008,7.5,"Drama, Thriller, War",R
5432,Wild Child,2008,6.1,"Comedy, Drama, Romance",PG-13
4365,The Fugitive,2008,8.1,"Adventure, Crime, Drama",None
5408,Ip Man,2008,8.0,"Action, Biography, Drama",R
2525,Defiance,2008,7.2,"Action, Drama, History",R
2825,The Dick Van Dyke Show,2008,8.3,"Comedy, Family",TV-G
5282,The Wrestler,2008,7.9,"Drama, Sport",R
2824,Pineapple Express,2008,6.9,"Action, Comedy, Crime",R
3821,Valkyrie,2008,7.1,"Drama, History, Thriller",PG-13
1663,Cloverfield,2008,7.0,"Action, Horror, Sci-Fi",PG-13
5345,Speed Racer,2008,6.0,"Action, Adventure, Comedy",PG
1802,The Incredible Hulk,2008,6.6,"Action, Adventure, Sci-Fi",PG-13
4790,Vantage Point,2008,6.6,"Action, Crime, Drama",PG-13
1656,Outlander,2008,6.2,"Action, Adventure, Sci-Fi",R
5314,Zombie Strippers!,2008,4.1,"Comedy, Horror, Sci-Fi",R
2582,Forgetting Sarah Marshall,2008,7.1,"Comedy, Drama, Romance",R
1652,Taken,2008,7.8,"Action, Crime, Thriller",PG-13
2971,Låt den rätte komma in,2008,7.9,"Crime, Drama, Fantasy",R
5027,Death Race,2008,6.3,"Action, Sci-Fi, Thriller",R
4364,Mieruko-chan,2008,7.4,"Animation, Comedy, Fantasy",PG-13
2316,Power Book II: Ghost,2008,6.9,"Crime, Drama",TV-MA
2317,Borgen,2008,8.5,Drama,TV-14
1444,Martyrs,2008,7.1,Horror,R
4320,The Spirit,2008,4.8,"Action, Crime, Fantasy",PG-13
2340,Vicky Cristina Barcelona,2008,7.1,"Comedy, Drama, Romance",PG-13
5940,Vantage Point,2008,6.6,"Action, Crime, Drama",PG-13
4077,Sex Drive,2008,6.5,"Comedy, Romance",R
3006,Eden Lake,2008,6.8,"Horror, Thriller",R
4282,Wild Child,2008,6.1,"Comedy, Drama, Romance",PG-13
452,Twilight,2008,5.2,"Drama, Fantasy, Romance",PG-13
271,Two and a Half Men,2008,7.0,"Comedy, Romance",TV-14
6047,27 Dresses,2008,6.1,"Comedy, Romance",PG-13
3961,Yes Man,2008,6.8,"Comedy, Romance",PG-13
6108,The Creed of Violence,2008,,"Action, Crime, Drama",None
4195,Speed Racer,2008,6.0,"Action, Adventure, Comedy",PG
6107,Max Payne,2008,5.3,"Action, Crime, Drama",PG-13
3094,One Day at a Time,2008,6.5,Comedy,TV-PG
2168,Bronson,2008,7.1,"Action, Biography, Crime",R
1559,The Curious Case of Benjamin Button,2008,7.8,"Drama, Fantasy, Romance",PG-13
1560,Major Crimes,2008,7.7,"Action, Crime, Drama",Not Rated
678,Jumper,2008,6.1,"Action, Adventure, Sci-Fi",PG-13
3093,Who's the Boss?,2008,6.6,"Comedy, Family, Romance",TV-G
6061,Never Back Down,2008,6.6,"Action, Drama, Sport",PG-13
3092,The Day the Earth Stood Still,2008,5.5,"Drama, Sci-Fi, Thriller",PG-13
4258,Ip Man,2008,8.0,"Action, Biography, Drama",R
3131,Dark Matter,2008,7.5,"Adventure, Drama, Mystery",TV-14
4000,The Chronicles of Narnia: Prince Caspian,2008,6.5,"Action, Adventure, Family",PG
3423,Zack and Miri Make a Porno,2008,6.5,"Comedy, Romance",R
3130,The Mummy: Tomb of the Dragon Emperor,2008,5.2,"Action, Fantasy, Horror",PG-13
3079,Changeling,2008,7.7,"Biography, Crime, Drama",R
2161,In Bruges,2008,7.9,"Comedy, Crime, Drama",R
2212,Slumdog Millionaire,2008,8.0,"Drama, Romance",R
2207,Revolutionary Road,2008,7.3,"Drama, Romance",R
4132,The Wrestler,2008,7.9,"Drama, Sport",R
6009,No mires para abajo,2008,6.0,"Drama, Romance",R
6171,Chugyeokja,2008,7.8,"Action, Crime, Thriller",Not Rated
680,Atypical,2008,8.3,"Comedy, Drama",TV-MA
6150,Lake Mungo,2008,6.3,"Drama, Horror, Mystery",R
6172,Forever,2008,8.3,"Crime, Drama, Fantasy",TV-PG
4164,Zombie Strippers!,2008,4.1,"Comedy, Horror, Sci-Fi",R
270,The Dark Knight,2008,9.0,"Action, Crime, Drama",PG-13
1571,Tropic Thunder,2008,7.0,"Action, Comedy, War",R
679,Banshee,2008,8.4,"Action, Crime, Drama",TV-MA
4363,You Don't Mess with the Zohan,2008,5.5,Comedy,PG-13
2315,RocknRolla,2008,7.3,"Action, Crime, Thriller",R
2170,28 Weeks Later,2007,6.9,"Horror, Sci-Fi",R
3057,Planet Terror,2007,7.0,"Action, Comedy, Fantasy",R
2520,Blades of Glory,2007,6.3,"Comedy, Sport",PG-13
1938,Hitman,2007,6.3,"Action, Crime, Thriller",R
2262,Bee Movie,2007,6.1,"Animation, Adventure, Comedy",PG
2521,Workin' Moms,2007,7.7,Comedy,TV-MA
3343,3:10 to Yuma,2007,7.7,"Action, Crime, Drama",R
3997,The Man from Earth,2007,7.9,"Drama, Fantasy, Mystery",Not Rated
6039,The Hills Have Eyes II,2007,5.1,"Horror, Thriller",R
985,Stardust,2007,7.6,"Adventure, Family, Fantasy",PG-13
2812,The Golden Compass,2007,6.1,"Adventure, Family, Fantasy",PG-13
1013,Into the Wild,2007,8.1,"Adventure, Biography, Drama",R
3091,Hostel: Part II,2007,5.5,Horror,R
4783,Shoot 'Em Up,2007,6.6,"Action, Thriller",R
4769,Rogue,2007,6.2,"Action, Drama, Horror",R
2272,The Babysitters,2007,5.6,Drama,R
2263,Rise of the Footsoldier,2007,6.8,"Action, Biography, Crime",R
2842,Sunshine,2007,7.2,"Sci-Fi, Thriller",R
4799,À l'intérieur,2007,6.7,Horror,R
6040,Doctor Doctor,2007,7.8,"Comedy, Drama",Not Rated
4818,Snuff Films,2007,4.1,Horror,None
2273,Ghost Whisperer,2007,6.4,"Drama, Fantasy",TV-PG
2813,Saved by the Bell,2007,5.1,Comedy,TV-14
1994,I Am Legend,2007,7.2,"Action, Adventure, Drama",PG-13
6069,Norbit,2007,4.1,"Comedy, Romance",PG-13
1014,The Newsroom,2007,8.6,Drama,TV-MA
5248,The Bourne Ultimatum,2007,8.0,"Action, Adventure, Mystery",PG-13
5147,The Man from Earth,2007,7.9,"Drama, Fantasy, Mystery",Not Rated
607,Spider-Man 3,2007,6.2,"Action, Adventure, Sci-Fi",PG-13
1626,Star Wars: Rebels,2007,8.0,"Animation, Action, Adventure",TV-Y7-FV
4975,P.S. I Love You,2007,7.0,"Comedy, Drama, Romance",PG-13
210,Zodiac,2007,7.7,"Crime, Drama, Mystery",R
6145,AVPR: Aliens vs Predator - Requiem,2007,4.6,"Action, Horror, Sci-Fi",R
2670,Enchanted,2007,7.0,"Animation, Adventure, Comedy",PG
5104,El orfanato,2007,7.4,"Drama, Horror, Mystery",R
3386,Better Things,2007,7.8,"Comedy, Drama",TV-MA
4995,AVPR: Aliens vs Predator - Requiem,2007,4.6,"Action, Horror, Sci-Fi",R
3385,"Se, jie",2007,7.5,"Drama, History, Romance",NC-17
3735,Ocean's Thirteen,2007,6.9,"Crime, Thriller",PG-13
1625,Bewitched,2007,7.6,"Comedy, Family, Fantasy",TV-G
1624,30 Days of Night,2007,6.6,"Action, Horror, Thriller",R
211,Supergirl,2007,6.2,"Action, Adventure, Drama",TV-PG
4046,Big Love,2007,7.6,Drama,TV-MA
2708,The Girl Next Door,2007,6.6,"Crime, Drama, Thriller",R
4045,The Poughkeepsie Tapes,2007,6.0,"Horror, Mystery, Thriller",R
2705,Beowulf,2007,6.2,"Animation, Action, Adventure",PG-13
6175,Before the Devil Knows You're Dead,2007,7.3,"Crime, Drama, Thriller",R
5025,Before the Devil Knows You're Dead,2007,7.3,"Crime, Drama, Thriller",R
6125,P.S. I Love You,2007,7.0,"Comedy, Drama, Romance",PG-13
3121,Grindhouse,2007,7.5,"Action, Horror, Thriller",R
4961,4: Rise of the Silver Surfer,2007,5.6,"Action, Adventure, Fantasy",PG
4035,Dead Silence,2007,6.2,"Horror, Mystery, Thriller",R
4889,The Hills Have Eyes II,2007,5.1,"Horror, Thriller",R
4890,Doctor Doctor,2007,7.8,"Comedy, Drama",Not Rated
4098,The Bourne Ultimatum,2007,8.0,"Action, Adventure, Mystery",PG-13
3687,The Darjeeling Limited,2007,7.2,"Adventure, Comedy, Drama",R
4686,Black Monday,2007,7.5,Comedy,TV-MA
3693,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,"Biography, Crime, Drama",R
535,No Country for Old Men,2007,8.1,"Crime, Drama, Thriller",R
2063,Marcella,2007,7.4,"Crime, Drama, Mystery",TV-MA
4919,Norbit,2007,4.1,"Comedy, Romance",PG-13
2062,The Munsters,2007,7.8,"Comedy, Family, Fantasy",TV-PG
3781,Epic Movie,2007,2.4,"Adventure, Comedy, Fantasy",PG-13
2061,Pirates of the Caribbean: At World's End,2007,7.1,"Action, Adventure, Fantasy",PG-13
6111,4: Rise of the Silver Surfer,2007,5.6,"Action, Adventure, Fantasy",PG
5196,Big Love,2007,7.6,Drama,TV-MA
5195,The Poughkeepsie Tapes,2007,6.0,"Horror, Mystery, Thriller",R
5185,Dead Silence,2007,6.2,"Horror, Mystery, Thriller",R
3708,Funny Games,2007,6.6,"Crime, Drama, Thriller",R
1522,Superbad,2007,7.6,Comedy,R
3104,[Rec],2007,7.4,"Horror, Mystery, Thriller",R
1049,Freedom Writers,2007,7.6,"Biography, Crime, Drama",PG-13
3628,Knocked Up,2007,6.9,"Comedy, Romance",R
3629,Zone Blanche,2007,7.5,"Crime, Drama, Horror",TV-MA
4685,Ms Fisher's Modern Murder Mysteries,2007,7.2,"Crime, Drama, Mystery",Not Rated
2433,Gone Baby Gone,2007,7.6,"Crime, Drama, Mystery",R
1694,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,"Drama, Horror, Musical",R
1737,Hot Fuzz,2007,7.8,"Action, Comedy, Mystery",R
3292,Kljun,2007,7.3,"Crime, Drama, Mystery",None
3291,Virgin Territory,2007,4.8,"Adventure, Comedy, History",R
2921,Teeth,2007,5.4,"Action, Comedy, Fantasy",R
5919,Rogue,2007,6.2,"Action, Drama, Horror",R
1348,Hairspray,2007,6.7,"Comedy, Drama, Musical",PG
1104,Harry Potter and the Order of the Phoenix,2007,7.5,"Action, Adventure, Family",PG-13
907,Transformers,2007,7.0,"Action, Adventure, Sci-Fi",PG-13
5621,Lars and the Real Girl,2007,7.3,"Comedy, Drama, Romance",PG-13
4684,Good Luck Chuck,2007,5.6,"Comedy, Romance",R
5608,Rush Hour 3,2007,6.2,"Action, Comedy, Crime",PG-13
4527,Evan Almighty,2007,5.4,"Comedy, Family, Fantasy",PG
893,Premonition,2007,5.9,"Drama, Fantasy, Mystery",PG-13
3327,The Invasion,2007,5.9,"Sci-Fi, Thriller",PG-13
2913,Disturbia,2007,6.8,"Crime, Drama, Mystery",PG-13
268,Halloween,2007,6.1,Horror,R
1361,The Mist,2007,7.1,"Horror, Sci-Fi, Thriller",R
3179,Ghost Rider,2007,5.3,"Action, Fantasy, Thriller",PG-13
4471,Lars and the Real Girl,2007,7.3,"Comedy, Drama, Romance",PG-13
5787,Saw IV,2007,5.9,"Crime, Horror, Mystery",R
5834,Good Luck Chuck,2007,5.6,"Comedy, Romance",R
2132,Juno,2007,7.4,"Comedy, Drama",PG-13
5835,Ms Fisher's Modern Murder Mysteries,2007,7.2,"Crime, Drama, Mystery",Not Rated
5836,Black Monday,2007,7.5,Comedy,TV-MA
3314,Shrek the Third,2007,6.1,"Animation, Adventure, Comedy",PG
1392,American Gangster,2007,7.8,"Biography, Crime, Drama",R
2352,EastEnders,2007,4.7,"Crime, Drama, Romance",TV-PG
2351,Alvin and the Chipmunks,2007,5.2,"Animation, Adventure, Comedy",PG
841,Death Proof,2007,7.0,"Action, Thriller",TV-MA
842,Atonement,2007,7.8,"Drama, Mystery, Romance",R
843,Longmire,2007,8.3,"Action, Crime, Drama",TV-14
3954,El orfanato,2007,7.4,"Drama, Horror, Mystery",R
4458,Rush Hour 3,2007,6.2,"Action, Comedy, Crime",PG-13
5677,Evan Almighty,2007,5.4,"Comedy, Family, Fantasy",PG
3328,Fantasy Island,2007,6.5,"Adventure, Comedy, Drama",TV-G
887,There Will Be Blood,2007,8.2,Drama,R
5968,Snuff Films,2007,4.1,Horror,None
908,Batwoman,2007,3.4,"Action, Adventure, Crime",TV-14
